ITEM: TIMESTEP
11357
ITEM: NUMBER OF ATOMS
200
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.7144176165949062e+01
0.0000000000000000e+00 2.7144176165949062e+01
0.0000000000000000e+00 2.7144176165949062e+01
ITEM: ATOMS id type xs ys zs
144 1 0.143917 0.212334 0.26032
132 1 0.780191 0.329955 0.188558
143 1 0.323741 0.495155 0.325233
26 1 0.320597 0.5965 0.263745
54 1 0.704292 0.485187 0.279748
29 1 0.714464 0.525393 0.246115
183 1 0.179443 0.583302 0.284085
57 1 0.981989 0.57129 0.242271
76 1 0.223844 0.611053 0.204415
78 1 0.693103 0.693986 0.301933
138 1 0.871973 0.536687 0.339
61 1 0.0347976 0.738772 0.231213
23 1 0.207008 0.782029 0.272958
13 1 0.257565 0.718263 0.230739
9 1 0.207233 0.0812871 0.298018
136 1 0.902821 0.989056 0.316329
70 1 0.870005 0.128236 0.278351
10 1 0.931842 0.438434 0.313387
40 1 0.901498 0.480219 0.330825
94 1 0.586017 0.774304 0.323734
15 1 0.0355822 0.806196 0.268194
45 1 0.0555402 0.938421 0.374076
174 1 0.100832 0.947008 0.371544
85 1 0.867584 0.0371501 0.34146
59 1 0.946393 0.114477 0.512187
83 1 0.84926 0.0834501 0.320874
167 1 0.269446 0.491895 0.26946
165 1 0.575648 0.42925 0.355422
164 1 0.335761 0.483737 0.447077
139 1 0.0756733 0.517539 0.41414
73 1 0.508695 0.638908 0.365203
67 1 0.97383 0.550397 0.515452
142 1 0.130004 0.680396 0.43646
121 1 0.0341982 0.742953 0.430236
130 1 0.136115 0.840873 0.400674
125 1 0.631542 0.783364 0.353074
200 1 0.00661279 0.759996 0.409359
60 1 0.257569 0.823261 0.400087
3 1 0.499523 0.993205 0.477085
194 1 0.472083 0.102605 0.522868
39 1 0.627 0.21396 0.443239
162 1 0.117418 0.501577 0.362037
6 1 0.0450601 0.609104 0.432575
186 1 0.285617 0.841609 0.432655
128 1 0.501073 0.742817 0.515597
93 1 0.586941 0.905796 0.530097
20 1 0.475 0.0228368 0.455599
38 1 0.287177 0.0928871 0.482069
25 1 0.210454 0.455962 0.480723
190 1 0.15597 0.540942 0.495443
179 1 0.966149 0.485414 0.556843
89 1 0.540793 0.646488 0.486704
198 1 0.507414 0.755978 0.55115
34 1 0.633402 0.83073 0.52398
120 1 0.711337 0.952081 0.610119
115 1 0.481418 0.138669 0.594282
68 1 0.729024 0.180774 0.607354
32 1 0.670966 0.336356 0.518152
160 1 0.805966 0.108544 0.513721
102 1 0.0682447 0.445202 0.586679
199 1 0.653104 0.754652 0.4689
163 1 0.668178 0.712024 0.646621
177 1 0.0443836 0.82441 0.544696
63 1 0.22107 0.8075 0.672858
109 1 0.619351 0.0874155 0.564117
134 1 0.589393 0.36497 0.602605
71 1 0.147868 0.464301 0.660716
117 1 0.796163 0.546915 0.643366
158 1 0.71395 0.686315 0.592632
103 1 0.216083 0.849951 0.630108
46 1 0.233817 0.795185 0.600801
170 1 0.375298 0.848173 0.667719
36 1 0.5459 0.882579 0.5367
181 1 0.797338 0.306819 0.584355
118 1 0.838854 0.545169 0.642664
155 1 0.480218 0.486233 0.640402
112 1 0.828287 0.626731 0.727786
37 1 0.877056 0.529314 0.708609
24 1 0.0970927 0.66063 0.580878
193 1 0.91175 0.841735 0.651502
81 1 0.261371 0.825062 0.655634
131 1 0.765972 0.820094 0.58968
108 1 0.490405 0.908366 0.66721
22 1 0.426972 0.108736 0.782005
7 1 0.0983951 0.0967534 0.784124
55 1 0.13047 0.410742 0.632855
145 1 0.156635 0.578817 0.839277
159 1 0.298551 0.713532 0.646129
21 1 0.573562 0.87304 0.708663
195 1 0.886552 0.890118 0.70093
148 1 0.623751 0.877229 0.76492
96 1 0.392269 0.980632 0.732192
156 1 0.747193 0.968452 0.83395
101 1 0.499663 0.38561 0.677501
140 1 0.822233 0.499486 0.845147
119 1 0.949637 0.503164 0.729783
141 1 0.662281 0.909091 0.695115
27 1 0.126882 0.0322234 0.926096
146 1 0.276045 0.369831 0.812239
18 1 0.867476 0.42994 0.856611
184 1 0.90284 0.61019 0.82518
84 1 0.0619102 0.574878 0.79548
166 1 0.402217 0.545474 0.896826
122 1 0.919097 0.569607 0.810899
107 1 0.517946 0.625423 0.716308
171 1 0.594564 0.699592 0.813829
106 1 0.625049 0.783492 0.763592
31 1 0.582703 0.779719 0.722462
51 1 0.107519 0.752262 0.872393
17 1 0.694402 0.921992 0.880703
74 1 0.77896 0.823732 0.656321
113 1 0.161683 0.137426 0.857287
100 1 0.698734 0.097165 0.953973
90 1 0.18558 0.465584 0.874197
50 1 0.884354 0.505811 0.88884
185 1 0.468694 0.629651 0.930375
104 1 0.287727 0.632279 0.839798
168 1 0.776783 0.813048 0.879461
75 1 0.594498 0.179128 0.969747
56 1 0.611273 0.155001 0.94319
53 1 0.355377 0.289843 0.931642
1 1 0.480892 0.204451 0.872549
14 1 0.562361 0.345843 0.910722
66 1 0.948747 0.204548 0.939036
97 1 0.522983 0.520032 0.947002
91 1 0.336936 0.571123 0.926201
88 1 0.653346 0.647621 0.973376
153 1 0.261681 0.747628 0.94297
58 1 0.307194 0.755836 0.989793
178 1 0.751158 0.780218 0.854525
69 1 0.0654134 0.0411426 0.891332
135 1 0.980741 0.979039 0.0503132
72 1 0.390304 0.18157 0.953424
77 1 0.0200284 0.322912 0.981436
79 1 0.0235087 0.26042 0.88006
147 1 0.0127819 0.331865 0.940328
8 1 0.00338187 0.493833 0.964943
80 1 0.400552 0.607703 0.00843625
152 1 0.352977 0.626931 0.0162324
189 1 0.761453 0.644972 0.999311
5 1 0.263432 0.730539 0.979115
149 1 0.767526 0.812536 0.94688
